등록번호,청구기호,서명,저자,발행자,발행년,가격
BRP000453563,814.7-김92ㄴ,"나비, 세상 속으로 날다 : 김해연 그림에세이",김해연 지음,작가,2020,"20,000"
BRP000453564,802-정98ㄴ=2,나쁜 사람에게 지지 않으려고 쓴다,정희진 지음,교양인,2020,"14,000"
BRP000453565,802-김94ㅈ,(나에게 주는 마지막 선물) 자서전 : 쉽게 쓰는 101가지 문답,김현옥 지음,라이프스토리,2020,"15,000"
BRP000453566,813.7-손19ㄴ,나의 겨울,손길 지음,바른북스,2020,"12,000"
BRP000453567,879-바58ㄴ,나의 라임오렌지나무 : 어느 날 슬픔을 발견한 한 꼬마의 이야기 : 특별판,J.M. 바스콘셀로스 지음 ; 박동원 옮김,동녘,2020,"13,000"
BRP000453568,818-제229ㄴ,나의 모든 밤은 너에게로 흐른다,제딧 글·그림,쌤앤파커스,2020,"14,000"
BRP000453569,818-고68ㄴ,나의 미친 걱정 : 내 걱정이 그렇게 미쳤나요?,고은지 지음 ; 니나킴 그림,구층책방,2020,"13,000"
BRP000453570,833.6-사215ㄴ,나의 새를 너에게,사노 요코 글 ; 히로세 겐 그림 ; 김난주 옮김,샘터사,2020,"13,000"
BRP000453571,818-선39ㄴ,나의 서툰 위로가 너에게 닿기를,선미화 글·그림,시그마북스,2020,"13,000"
BRP000453572,813.7-박91ㄴ,나의 스파링 파트너 : 박하령 소설,박하령 지음,자음과모음,2020,"12,000"
BRP000453573,鄕 810.8-최94ㄴ,나한테 왜 그러니! : 경북고등학교 창작집,최현정 엮음,만인사,2020,"13,000"
BRP000453574,814.7-도73ㄴ,난데없이 도스토옙스키 : 어느 날 그의 책이 날 건지러 왔다,도제희 지음,샘터,2020,"13,800"
BRP000453575,811.7-강14ㄴ,남강 벼룻길 : 강경주 시집,강경주 지음,만인사,2020,"9,000"
BRP000453576,985.02-조211ㄴ,"(치과의사 조남억의) 남미연가 : Peru, Bolivia, Argentina, Chile, Brazil",조남억 지음,이지출판,2020,"17,000"
BRP000453577,818-김11ㄴ,남은 생은 일하지 않습니다,김강미 지음,봄름,2020,"14,800"
BRP000453578,813.7-박18ㄴ,남자는 놀라거나 무서워한다 : 박금산 장편소설,박금산 지음,도서출판b,2020,"14,000"
BRP000453579,814.7-주34ㄴ,"낯선 곳, 아니 익숙한 곳에서 : 주명순 수필집",주명순 지음,소소리,2020,"12,000"
BRP000453580,811.7-이68ㄴ,내 뜨락 안에 작은 숨소리 : 이의수 시집,이의수 지음,서정문학,2020,"10,000"
BRP000453581,811.7-장94ㄴ,내 마음의 안경 : 장형주 시집,장형주 지음,밥북,2020,"10,000"
BRP000453582,811.7-박96ㄴ,내 마음의 텃밭 : 박화자 시집,박화자 지음,오늘의문학사,2020,"9,000"
BRP000453583,818-장57ㄴ,내가 사랑하는 지겨움,장수연 지음,라이킷,2020,"13,000"
BRP000453584,811.7-허77ㄴ,내가 잃어버린 낙원이 당신에게 있다 : 허준 시집,허준 지음,시인동네,2020,"9,000"
BRP000453585,818-이811ㄴ,내일 다시 태양은 뜬다=The sun will rise again tomorrow,이찬수 글 ; 이수남 사진,하움출판사,2020,"15,000"
BRP000453586,811.7-나832ㄴ,너에게도 안녕이 : 나태주 시집,나태주 지음,열림원,2020,"9,800"
BRP000453587,818-루59ㄴ,너와 나,루시드폴 지음,미디어창비,2020,"23,000"
BRP000453588,818-김53ㄴ,넘어져도 상처만 남진 않았다 : 김성원 에세이,김성원 지음,김영사,2020,"13,800"
BRP000453589,657.5-도58ㄴ,네 모습 그대로 : 1930년대 영국의 개들 드로잉북,루시 도슨 그림·글 ; 이주민 옮김,클,2020,"18,000"
BRP000453590,843.6-바823ㄴ,네 번째 원숭이 : J. D. 바커 장편소설,J. D. 바커 지음 ; 조호근 옮김,김영사,2020,"15,800"
BRP000453591,813.7-청239ㄴ,노래하는 참깨들=Singing sesames,청림 지음,지식과감성#,2020,"12,800"
BRP000453592,811.7-박67ㄴ,누군가 내 마음을 몰라줘도 : 사물을 다시 바라보게 만드는 시집,박윤재 글·그림,흔들의자,2020,"10,000"
BRP000453593,824.7-루58ㄴ,누군가 당신의 방황에 함께하기를 : 소소하지만 빛나는 순간을 살아가는 우리에게,루쓰하오 지음 ; 박진영 옮김,북스토리,2020,"15,800"
BRP000453594,843.4-기59ㄴ,뉴 그럽 스트리트=New Grub Street,조지 기싱 지음 ; 구원 옮김,코호북스,2020,"13,000"
BRP000453595,980.24-강57ㄴ,"늦지 않았어, 오늘이야",강숙희 지음,책과나무,2020,"14,000"
BRP000453596,811.7-전16ㄷ=2,다시 길을 걷자 : 전관표 시집,전관표 지음,청어,2020,"10,000"
BRP000453597,834-다71ㄷ,다자이 오사무 내 마음의 문장들,다자이 오사무 글 ; 박성민 엮고 옮김,시와서,2020,"12,500"
BRP000453598,818-윤53ㄷ,달팽이 편지 : 윤석미 산문집,윤석미 지음,포북:forbook,2020,"16,000"
BRP000453599,850.9-릴823ㄷ,당신은 당신의 삶을 바꾸어야 한다 : 라이너 마리아 릴케- 삶을 위한 일곱 개의 주석,라이너 마리아 릴케 [지음] ; 울리히 베어 엮음 ; 이강진 옮김,Editus(에디투스),2020,"11,000"
BRP000453600,813.7-장68ㄷ,당신의 외진 곳 : 장은진 소설,장은진 지음,민음사,2020,"13,000"
BRP000453602,863-뷔62ㄷ,대지의 슬픔 : 버펄로 빌 코디의 이야기,에리크 뷔야르 지음 ; 이재룡 옮김,열린책들,2020,"12,800"
BRP000453603,843.6-머849ㄷ,덤플링,줄리 머피 지음 ; 심연희 옮김,살림,2020,"14,000"
BRP000453604,843.5-오67ㄷ,동물 농장,조지 오웰 지음 ; 이종인 옮김,더클래식:미르북컴퍼니,2020,"9,800"
BRP000453605,811.7-최64ㄷ,돼지들에게 : 최영미 시집,최영미 지음,이미출판사,2020,"10,000"
BRP000453606,鄕 811.7-김211ㄷ,들꽃의 노래 : 들꽃나영 시집,김나영 지음,신세림출판사,2018,"13,000"
BRP000453607,823.7-찬95ㄷ,디오게네스 변주곡,찬호께이 지음 ; 강초아 옮김,한스미디어:한즈미디어,2020,"17,500"
BRP000453608,818-곰835ㄷ,딩크족 다이어리,곰토 글·일러스트,지식과감성#,2020,"13,000"
BRP000453610,813.7-심213ㄸ,"땡스 갓, 잇츠 프라이데이",심너울 지음,안전가옥,2020,"10,000"
BRP000453611,813.7-떨239,떨리는 손,"김창규,이명현,이은희,이종필,정경숙 지음",사계절출판사,2020,"13,000"
BRP000453612,874-보238ㄸ,또 다른 심문들,"호르헤 루이스 보르헤스 지음 ; 김용호,황수현,엄지영 옮김",민음사,2018,"19,000"
BRP000453613,813.7-이53ㄸ,띠링! 메일이 왔습니다 : 이선주 연작소설,이선주 지음,다림,2020,"11,000"
BRP000453614,843.6-스831ㄹ,레이싱 인 더 레인 : 가스 스타인 장편소설,가스 스타인 지음 ; 공경희 옮김,쌤앤파커스,2020,"14,000"
BRP000453615,843.6-배239ㄹ,렉시콘 : 맥스 배리 장편소설,맥스 배리 지음 ; 최용준 옮김,열린책들,2020,"17,800"
BRP000453616,982.702-박64ㄹ,론다 in 스페인 : 유럽 소도시 기행,박영진 지음,마음지기,2020,"12,000"
BRP000453617,029.8-김59ㄹ,리딩 프라이데이 : 나를 발견하는 시간 우리를 알아가는 시간,김신애 엮음,책방,2020,"14,000"
BRP000453618,029.8-김59ㄹ=2,리딩 프라이데이 : 나를 발견하는 시간 우리를 알아가는 시간,김신애 엮음,책방,2020,"14,000"
BRP000453619,843.5-매59ㄹ,리처드 매시슨 : 2만 피트 상공의 악몽 외 32편,리처드 매시슨 지음 ; 최필원 옮김,현대문학,2020,"17,000"
BRP000453620,843.6-롤239ㄹ,릴리와 옥토퍼스 : 스티븐 롤리 소설,스티븐 롤리 지음 ; 박경희 옮김,이봄,2020,"14,000"
BRP000453621,848-이845ㅁ,마녀들의 비밀일기 : 자존감을 되찾는 마법의 주문을 배우자!,마담 이포 지음 ; 황정은 옮김 ; 마시모 알파이올리 그림,힘찬북스,2020,"14,000"
BRP000453622,863-투238ㅁ,마왕,미셸 투르니에 지음 ; 이원복 옮김,민음사,2020,"15,000"
BRP000453623,843.5-케213ㅇ,(마음을 읽는 아이) 오로르,더글라스 케네디 글 ; 조안 스파르 그림 ; 조동섭 옮김,밝은세상,2020,"15,000"
BRP000453624,834.6-오821ㅁ,마흔에는 홀가분해지고 싶다. 세상과 주변에 얽매이지 않는 연습,오카다 이쿠 지음 ; 최윤영 옮김,유노북스,2020,"14,500"
BRP000453625,813.7-공79ㅁ,먼 바다 : 공지영 장편소설,공지영 지음,해냄,2020,"15,800"
BRP000453626,818-김65ㅁ,멋지게 나이들기로 마음 먹었다면 : 김옥림 에세이,김옥림 지음,서래books,2020,"15,000"
BRP000453627,813.7-최73ㅁ,메모리 익스체인지 : 최정화 소설,최정화 지음,현대문학,2020,"11,200"
BRP000453628,813.7-명59,명신학교에 오신 걸 환영합니다 : 신입생을 위한 안전수칙,김동식 ; 김선민 ; 문화류씨 ; 홍지운 ; 정명섭 지음,요다,2020,"14,000"
BRP000453629,813.7-박79ㅁ,모던걸의 명랑 만세 : 박지선 장편소설,박지선 지음,서해문집,2019,"11,200"
BRP000453630,853-츠41ㅁ,모르는 여인의 편지,슈테판 츠바이크 지음 ; 원당희 옮김,세창미디어,2020,"7,000"
BRP000453631,873-세238ㅁ-1,모범소설집. 1,미겔 데 세르반떼스 지음 ; 민용태 옮김,창비,2020,"14,000"
BRP000453632,873-세238ㅁ-2,모범소설집. 2,미겔 데 세르반떼스 지음 ; 민용태 옮김,창비,2020,"15,000"
BRP000453633,813.7-몬58,몬스터 : 한낮의 그림자,"손원평,윤이형,최진영,백수린,임솔아 지음",한겨레출판,2020,"13,000"
BRP000453634,813.7-몬58,몬스터 : 한밤의 목소리,"김동식,손아람,이혁진,듀나,곽재식 지음",한겨레출판,2020,"13,000"
BRP000453635,812.6-김79ㅁ,무궁화의 여왕,김지영 지음,그레잇웍스,2020,"15,000"
BRP000453636,818-무213,무너짐,"손현녕,오종길,이학준,김현경,오수영,김봉철,안리타 지음",디자인이음,2020,"15,000"
BRP000453637,811.7-박59ㅁ,무언가 주고받은 느낌입니다 : 박시하 시집,박시하 지음,문학동네,2020,"10,000"
BRP000453638,199.8-문71,문장수집가 : No.1 love myself,아틀리에 드 에디토 기획,어반북스,2020,"16,500"
BRP000453639,802-민69ㅁ,문장의 조건 : 아직 쓰여지지 않은 글,민이언 지음,다반,2020,"13,000"
BRP000453640,181.71-김96ㅁ,문학으로 사랑을 읽다 : 명작으로 배우는 사랑의 법칙,김환영 지음,싱긋:교유당,2020,"15,000"
BRP000453641,818-이51ㅂ,바꿀 수 없는 건 너무 많고 : 그래도 바랄 수는 있는 거니까,이상은 지음,알비,2020,"14,000"
BRP000453642,813.5-바235,(새로운 중·고등학교 교육과정에 따른) 바로 보는 고전소설 : 신화·설화·민담·패관·가전·수필,김시습 ; 허균 ; 김만중 ; 박지원 외 ; 엮음: 김혜니 ; 호승희 ; 강영미 지음,타임기획,2019,"18,800"
BRP000453643,843-벡843ㅂ,바텍,윌리엄 벡퍼드 지음 ; 정영목 옮김,열림원,2020,"13,000"
BRP000453644,165.7-윤39ㅂ,발터 벤야민과 도시산책자의 사유,윤미애 지음,문학동네,2020,"17,000"
BRP000453645,813.7-안45ㅂ,밤의 행방 : 안보윤 장편소설,안보윤 지음,자음과모음,2019,"13,000"
BRP000453646,鄕 813.7-이69ㅂ,방풍목 : 이인우 장편소설,이인우 지음,청어,2020,"13,000"
BRP000453647,鄕 813.7-이69ㅂ=2,방풍목 : 이인우 장편소설,이인우 지음,청어,2020,"13,000"
BRP000453648,029.04-프231ㅂ,베스트셀러 작가들의 서재를 공개합니다 : 위대한 작가들이 책을 읽고 관리하는 법,리아 프라이스 지음 ; 장진영 옮김,유엑스리뷰,2020,"17,000"
BRP000453649,853-카848ㅂ,변신·단식 광대 : 프란츠 카프카 단편선,"프란츠 카프카 지음 ; 편영수,임홍배 옮김",창비,2020,"13,000"
BRP000453650,843.5-하69ㅂ,별을 위한 시간 : 로버트 A. 하인라인 장편소설,로버트 A. 하인라인 지음 ; 최세진 옮김,아작,2020,"14,800"
BRP000453651,811.7-김62ㅂ,보란 듯이 걸었다 : 김애란 시집,김애란 지음,창비교육,2019,"8,500"
BRP000453652,863-모841ㅂ,보석·목걸이 : 어떤 정열·달빛·어느 미망인·후회·행복·첫눈,기 드 모파상 지음 ; 최내경 옮김,책읽는고양이,2020,"11,200"
BRP000453653,879-바831ㅂ,보이지 않는 삶 : 마르타 바탈랴 장편소설,마르타 바탈랴 지음 ; 김정아 옮김,은행나무,2019,"13,000"
BRP000453654,843-투825ㅂ,복수를 맹세하는 소녀들,에이프릴 제너비브 투콜크 지음 ; 홍수연 옮김,우리학교,2020,"13,000"
BRP000453655,657.5-도58ㅂ,부드럽게 때론 까칠하게 : 1930년대 영국의 개들 드로잉북,루시 도슨 그림·글 ; 이주민 옮김,클,2020,"18,000"
BRP000453656,813.7-강64ㅂ,부림지구 벙커X : 강영숙 장편소설,강영숙 지음,창비,2020,"15,000"
BRP000453657,818-이67ㅂ,(사람과 배낭의 향기가 가득한) 불편한 여행,이원택 지음,북트리,2020,"12,000"
BRP000453658,811.7-손832ㅂ,붉은빛이 여전합니까 : 손택수 시집,손택수 지음,창비,2020,"9,000"
BRP000453659,850.81-뷔99ㅂ,뷔히너 전집 : 당통의 죽음·보이체크 외,게오르크 뷔히너 지음 ; 박종대 옮김,열린책들,2020,"12,800"
BRP000453660,鄕 818-뷰839,뷰티풀 열여섯 : 2020 대구시교육청 책쓰기 프로젝트,권나혜 외 지음 ; 이지선 엮음,바른북스,2020,"15,000"
BRP000453661,鄕 818-뷰839=2,뷰티풀 열여섯 : 2020 대구시교육청 책쓰기 프로젝트,권나혜 외 지음 ; 이지선 엮음,바른북스,2020,"15,000"
BRP000453662,843.5-랜829ㅂ,블랙 앤 블루 : 존 리버스 컬렉션,이언 랜킨 지음 ; 정세윤 옮김,오픈하우스,2020,"15,000"
BRP000453663,818-문64ㅂ,비로소 나의 여정 : 세 계절의 런던·파리 여정 에세이 : 문여정 에세이,문여정 글·사진,하하밤,2020,"16,000"
BRP000453664,843-스848ㅅ-5,비밀의 크리놀린,낸시 스프링어 지음 ; 김진희 옮김,북레시피,2020,"13,000"
BRP000453665,816.7-비58,비스따리 비스따리 : 천천히 흐르는 네팔의 시간,"김지언,문영숙,박혜선,오미경,이금이,이묘신,이종선,정진아,한상순 지음",책담:한솔수북,2020,"15,000"
BRP000453666,833.6-다71ㅂ,비용의 아내,다자이 오사무 지음 ; 김동근 옮김,소와다리,2020,"9,800"
BRP000453667,813.7-고73ㅂ,빅 걸 : 꿈을 향해 나아가라!,고정욱 글 ; 정은규 그림,책담:한솔수북,2020,"13,000"
BRP000453668,813.7-빡41,빡빡머리 앤,"고정욱,김선영,박상률,박현숙,손현주,이상권 지음",특별한서재,2020,"12,000"
BRP000453669,843.6-스67ㅅ,사라진 세계,톰 스웨터리치 지음 ; 장호연 옮김,허블,2020,"16,000"
BRP000453670,818-정813ㅅ,사람사전 : 세상 모든 단어에는 사람이 산다,정철 지음,허밍버드:백도씨,2020,"14,800"
BRP000453671,833.6-미67ㅅ,사랑 없는 세계 : 미우라 시온 장편소설,미우라 시온 지음 ; 서혜영 옮김,은행나무,2020,"15,800"
BRP000453672,811.7-박849ㅅ,사랑으로 핀 꽃,박필령 지음,행복에너지,2020,"15,000"
BRP000453673,811.7-정79ㅅ,사랑이고 이름이고 저녁인 : 정진혁 시집,정진혁 지음,함께하는출판그룹파란,2020,"10,000"
BRP000453674,鄕 811.7-사231,"사랑이여, 어디든 가서 닿기만 해라 : 『현대시학』50주년 기념 시도자집","김남조,문정희,신경림,정현종 등 63인 지음 ; 김용문 詩陶瓷",달아실,2019,"12,000"
BRP000453675,鄕 811.7-사231=2,"사랑이여, 어디든 가서 닿기만 해라 : 『현대시학』50주년 기념 시도자집","김남조,문정희,신경림,정현종 등 63인 지음 ; 김용문 詩陶瓷",달아실,2019,"12,000"
BRP000453676,818-여14ㅅ,사표 내고 도망친 스물아홉살 공무원,여경 지음,들녘,2019,"13,000"
BRP000453677,816.7-최69ㅅ,"산다는게, 지긋지긋할 때가 있다 : 최인호 여행산문",최인호 지음,마인드큐브,2020,"16,000"
BRP000453678,813.7-고813ㅅ,산다화 : 고천석 단편집,고천석 지음,북랩,2020,"14,000"
BRP000453679,982.702-채69ㅅ,산티아고 잠류潛流의 시간 : 남프랑스 생장 드 포르토에서 세상의 끝까지,채임수 지음,좋은땅,2020,"12,000"
BRP000453680,843.6-오33ㅅ,살인자의 사랑법 : 마이크 오머 장편소설,마이크 오머 지음 ; 김지선 옮김,북로드:더난콘텐츠그룹,2020,"14,800"
BRP000453681,813.7-강79ㅅ,살인자의 쇼핑몰 : 강지영 장편소설,강지영 지음,자음과모음,2020,"12,000"
BRP000453682,823.7-허37ㅅ-1,"삼국지 첩보전. 1, 정군산 암투",허무 지음 ; 홍민경 옮김,살림출판사,2020,"16,000"
BRP000453683,823.7-허37ㅅ-2,"삼국지 첩보전. 2, 안개에 잠긴 형주",허무 지음 ; 홍민경 옮김,살림출판사,2020,"16,000"
BRP000453684,823.7-허37ㅅ-3,"삼국지 첩보전. 3, 화소연영",허무 지음 ; 홍민경 옮김,살림출판사,2020,"16,000"
BRP000453685,823.7-허37ㅅ-4,"삼국지 첩보전. 4, 강동에 감도는 살기",허무 지음 ; 홍민경 옮김,살림출판사,2020,"16,000"
BRP000453686,912.033-써63ㅈ-1,(삼국지연의보다 재미있는) 정사 삼국지. 1,써에이스 지음,원너스미디어,2020,"16,000"
BRP000453687,912.033-써63ㅈ-2,(삼국지연의보다 재미있는) 정사 삼국지. 2,써에이스 지음,원너스미디어,2020,"16,000"
BRP000453688,鄕 813.7-삼57,삼수동 도서관 : 2020 대구광역시교육청 책쓰기 프로젝트,김서하 ; 김현경 ; 구예린 ; 이효림 지음,꿈과희망,2020,"12,000"
BRP000453689,鄕 813.7-삼57=2,삼수동 도서관 : 2020 대구광역시교육청 책쓰기 프로젝트,김서하 ; 김현경 ; 구예린 ; 이효림 지음,꿈과희망,2020,"12,000"
BRP000453690,841-브235ㅅ,상상력에게=To imagination,에밀리 브론테 지음 ; 허현숙 옮김,민음사,2020,"11,000"
BRP000453691,863-뒤47ㅅ,상속 : 장폴 뒤부아 장편소설,장폴 뒤부아 지음 ; 임미경 옮김,밝은세상,2020,"15,000"
BRP000453692,818-송225ㅅ,생각의 온도 : 미움 받을 수도 있지만 살면서 모두에게 사랑받을 수는 없는 법이다,송동주 지음,보민출판사,2020,"12,000"
